COLL_NOM;COLL_INSEE;ENFANT_SEXE;ENFANT_PRENOM;NOMBRE_OCCURENCES;﻿ANNEE
ANGERS;49007;M;Thyméo;4;2015
ANGERS;49007;M;Maël;40;2016
ANGERS;49007;M;Nathan;24;2016
ANGERS;49007;M;Marin;18;2016
ANGERS;49007;M;Ewen;9;2016
ANGERS;49007;F;Juliette;21;2013
ANGERS;49007;F;Elisa;10;2013
ANGERS;49007;F;Sofia;10;2013
ANGERS;49007;F;Alicia;9;2013
ANGERS;49007;F;Violette;4;2013
ANGERS;49007;F;Léonie;18;2014
ANGERS;49007;F;Héloïse;13;2014
ANGERS;49007;F;Alix;10;2014
ANGERS;49007;F;Lily;8;2014
ANGERS;49007;F;Pauline;8;2014
ANGERS;49007;F;Elia;5;2014
ANGERS;49007;F;Leïla;5;2015
ANGERS;49007;F;Candice;4;2015
ANGERS;49007;F;Maïwenn;4;2015
ANGERS;49007;F;Shayna;4;2015
ANGERS;49007;F;Louise;43;2016
ANGERS;49007;F;Léonie;16;2016
ANGERS;49007;M;Eden;20;2017
ANGERS;49007;M;Elie;9;2017
ANGERS;49007;M;Lenny;8;2017
ANGERS;49007;M;Samuel;8;2017
ANGERS;49007;M;Malone;5;2017
ANGERS;49007;M;Lysandre;4;2017
ANGERS;49007;M;Andrea;5;2018
ANGERS;49007;M;Ezio;4;2018
ANGERS;49007;M;Théo;33;2014
ANGERS;49007;M;Oscar;12;2014
ANGERS;49007;M;Pablo;5;2014
ANGERS;49007;M;Lilian;7;2016
ANGERS;49007;M;Mattéo;7;2016
ANGERS;49007;M;Elliott;4;2016
ANGERS;49007;M;Nassim;4;2016
ANGERS;49007;M;Tylio;6;2017
ANGERS;49007;M;Raphaël;37;2018
ANGERS;49007;M;Soan;10;2018
ANGERS;49007;M;Rayan;6;2018
ANGERS;49007;M;Camille;5;2018
ANGERS;49007;M;Alan;4;2018
ANGERS;49007;M;Yassine;4;2018
ANGERS;49007;F;Louna;23;2013
ANGERS;49007;F;Lucie;18;2013
ANGERS;49007;F;Louane;17;2013
ANGERS;49007;F;Lalie;7;2013
ANGERS;49007;F;Elena;5;2013
ANGERS;49007;F;Héloïse;5;2013
ANGERS;49007;F;Salma;5;2013
ANGERS;49007;F;Lola;31;2014
ANGERS;49007;F;Adèle;23;2014
ANGERS;49007;F;Jeanne;20;2014
ANGERS;49007;F;Célia;13;2014
ANGERS;49007;F;Maïwenn;7;2014
ANGERS;49007;F;Maëva;4;2014
ANGERS;49007;F;Margot;19;2015
ANGERS;49007;F;Nina;9;2015
ANGERS;49007;F;Luna;8;2015
ANGERS;49007;F;Anaé;7;2015
ANGERS;49007;F;Raphaëlle;6;2015
ANGERS;49007;F;Adèle;25;2016
ANGERS;49007;F;Louna;16;2016
ANGERS;49007;F;Justine;7;2016
ANGERS;49007;F;Marie;6;2016
ANGERS;49007;F;Mona;4;2016
ANGERS;49007;F;Yasmine;4;2016
ANGERS;49007;F;Alice;41;2017
ANGERS;49007;F;Elsa;11;2017
ANGERS;49007;F;Albane;9;2017
ANGERS;49007;F;Constance;9;2017
ANGERS;49007;F;Nora;6;2017
ANGERS;49007;F;Diane;4;2017
ANGERS;49007;F;Julie;4;2017
ANGERS;49007;F;Anna;24;2018
ANGERS;49007;F;Inaya;14;2018
ANGERS;49007;F;Lana;10;2018
ANGERS;49007;F;Lya;8;2018
ANGERS;49007;F;Alicia;5;2018
ANGERS;49007;F;Mathilde;4;2018
ANGERS;49007;M;Paul;37;2013
ANGERS;49007;M;Noah;24;2013
ANGERS;49007;M;Augustin;16;2013
ANGERS;49007;M;Lenzo;6;2013
ANGERS;49007;M;Julien;5;2013
ANGERS;49007;M;Swan;5;2013
ANGERS;49007;M;Armel;4;2013
ANGERS;49007;M;Corentin;4;2013
ANGERS;49007;M;Aaron;13;2014
ANGERS;49007;M;Edouard;5;2014
ANGERS;49007;M;Ilyes;5;2014
ANGERS;49007;M;Léonard;4;2014
ANGERS;49007;M;Milan;4;2014
ANGERS;49007;M;Alban;9;2015
ANGERS;49007;M;Elie;11;2016
ANGERS;49007;M;Titouan;10;2016
ANGERS;49007;M;Léon;15;2014
ANGERS;49007;M;Gabriel;46;2015
ANGERS;49007;M;Nolan;27;2015
ANGERS;49007;M;Pierre;7;2015
ANGERS;49007;M;Johan;5;2015
ANGERS;49007;M;Nolan;13;2016
ANGERS;49007;M;Lucien;12;2017
ANGERS;49007;M;Isaac;10;2017
ANGERS;49007;M;Rafaël;9;2017
ANGERS;49007;M;Loan;5;2017
ANGERS;49007;M;Elyo;4;2017
ANGERS;49007;F;Inès;36;2013
ANGERS;49007;F;Sarah;23;2013
ANGERS;49007;F;Mila;14;2013
ANGERS;49007;F;Nora;8;2013
ANGERS;49007;F;Anaëlle;6;2013
ANGERS;49007;F;Eléa;5;2013
ANGERS;49007;F;Maïwen;5;2013
ANGERS;49007;F;Alice;30;2014
ANGERS;49007;F;Lina;23;2014
ANGERS;49007;F;Nora;10;2014
ANGERS;49007;F;Valentine;9;2014
ANGERS;49007;F;Anaé;7;2014
ANGERS;49007;F;Romy;7;2014
ANGERS;49007;F;Yasmine;6;2014
ANGERS;49007;F;Lana;14;2015
ANGERS;49007;F;Thaïs;10;2015
ANGERS;49007;F;Justine;9;2015
ANGERS;49007;F;Anouck;5;2015
ANGERS;49007;F;Joséphine;5;2015
ANGERS;49007;F;Hortense;4;2015
ANGERS;49007;F;Maëlle;5;2016
ANGERS;49007;F;Bertille;4;2016
ANGERS;49007;F;Louise;42;2017
ANGERS;49007;M;Nathan;34;2013
ANGERS;49007;M;Ewen;14;2013
ANGERS;49007;M;Titouan;13;2013
ANGERS;49007;M;Evan;14;2014
ANGERS;49007;M;Noa;14;2014
ANGERS;49007;M;Alban;8;2014
ANGERS;49007;M;Milo;8;2014
ANGERS;49007;M;Ayoub;5;2014
ANGERS;49007;M;Ibrahim;7;2015
ANGERS;49007;M;Ernest;4;2016
ANGERS;49007;M;Nahel;4;2016
ANGERS;49007;F;Ellie;6;2017
ANGERS;49007;F;Aliya;5;2017
ANGERS;49007;F;Fatou;5;2017
ANGERS;49007;F;Marie;5;2017
ANGERS;49007;F;Ninon;5;2017
ANGERS;49007;F;Bérénice;4;2018
ANGERS;49007;M;Sasha;11;2013
ANGERS;49007;M;Justin;7;2014
ANGERS;49007;M;Jonas;6;2014
ANGERS;49007;M;Lucas;44;2016
ANGERS;49007;M;Léo;33;2016
ANGERS;49007;M;Oscar;14;2016
ANGERS;49007;M;Swan;8;2016
ANGERS;49007;M;Nolann;4;2016
ANGERS;49007;M;Tom;26;2017
ANGERS;49007;M;Nino;14;2017
ANGERS;49007;M;Noam;13;2017
ANGERS;49007;M;Oscar;10;2017
ANGERS;49007;M;Benjamin;8;2017
ANGERS;49007;M;Eliot;8;2017
ANGERS;49007;M;Mattéo;7;2017
ANGERS;49007;M;Pablo;5;2017
ANGERS;49007;M;Timothé;5;2017
ANGERS;49007;M;Wassim;4;2017
ANGERS;49007;M;Louis;31;2018
ANGERS;49007;M;Naïm;6;2018
ANGERS;49007;F;Ambre;15;2016
ANGERS;49007;F;Chloé;30;2017
ANGERS;49007;F;Zoé;18;2017
ANGERS;49007;F;Eloïse;11;2017
ANGERS;49007;F;Alya;5;2018
ANGERS;49007;F;Mélina;5;2018
ANGERS;49007;M;Maé;5;2013
ANGERS;49007;M;Salim;5;2013
ANGERS;49007;M;Tim;4;2013
ANGERS;49007;M;Warren;4;2013
ANGERS;49007;M;Tom;23;2014
ANGERS;49007;M;Milan;7;2015
ANGERS;49007;M;Anatole;5;2015
ANGERS;49007;M;Léonard;5;2015
ANGERS;49007;M;Elias;4;2015
ANGERS;49007;M;Kylian;4;2015
ANGERS;49007;M;Lubin;4;2017
ANGERS;49007;M;Marcus;4;2017
ANGERS;49007;M;Jules;30;2018
ANGERS;49007;M;Sacha;30;2018
ANGERS;49007;M;Malo;27;2018
ANGERS;49007;M;Kaïs;7;2018
ANGERS;49007;M;Emilien;6;2018
ANGERS;49007;M;Ruben;6;2018
ANGERS;49007;M;Lubin;5;2018
ANGERS;49007;F;Zélie;15;2016
ANGERS;49007;F;Garance;9;2016
ANGERS;49007;F;Lylou;6;2016
ANGERS;49007;F;Maëlia;5;2016
ANGERS;49007;F;Elyna;4;2016
ANGERS;49007;F;Sophia;4;2016
ANGERS;49007;F;Léna;22;2017
ANGERS;49007;F;Candice;18;2017
ANGERS;49007;F;Mathilde;12;2017
ANGERS;49007;F;Romy;4;2017
ANGERS;49007;M;Samuel;8;2013
ANGERS;49007;M;Samuel;13;2014
ANGERS;49007;M;Rayan;9;2014
ANGERS;49007;M;Julian;8;2014
ANGERS;49007;M;Félix;5;2014
ANGERS;49007;M;Marius;28;2015
ANGERS;49007;M;Victor;30;2016
ANGERS;49007;M;Lucien;18;2016
ANGERS;49007;M;Thomas;14;2016
ANGERS;49007;M;Elliot;7;2016
ANGERS;49007;F;Inaya;11;2017
ANGERS;49007;F;Capucine;14;2018
ANGERS;49007;F;Candice;12;2018
ANGERS;49007;F;Nina;9;2018
ANGERS;49007;M;Marius;20;2013
ANGERS;49007;M;Valentin;20;2013
ANGERS;49007;M;Léandre;14;2013
ANGERS;49007;M;Quentin;14;2013
ANGERS;49007;M;Pablo;6;2013
ANGERS;49007;M;Thiago;8;2014
ANGERS;49007;M;Abel;7;2014
ANGERS;49007;M;Luis;5;2014
ANGERS;49007;M;Nolhan;4;2014
ANGERS;49007;M;Liam;30;2015
ANGERS;49007;M;Tom;27;2015
ANGERS;49007;M;Léon;14;2015
ANGERS;49007;M;Côme;5;2017
ANGERS;49007;M;Lenzo;4;2017
ANGERS;49007;M;Adam;20;2018
ANGERS;49007;M;Tom;19;2018
ANGERS;49007;M;Nolan;12;2018
ANGERS;49007;M;Enzo;9;2018
ANGERS;49007;M;Ali;6;2018
ANGERS;49007;M;Khalil;6;2018
ANGERS;49007;M;Joshua;4;2018
ANGERS;49007;M;Léopold;4;2018
ANGERS;49007;M;Tyméo;4;2018
ANGERS;49007;F;Amina;4;2016
ANGERS;49007;F;Morgane;4;2016
ANGERS;49007;F;Lana;10;2017
ANGERS;49007;F;Romy;19;2018
ANGERS;49007;M;Raphaël;35;2014
ANGERS;49007;M;Thomas;20;2014
ANGERS;49007;M;Charlie;14;2014
ANGERS;49007;M;Soan;8;2016
ANGERS;49007;M;Achille;6;2016
ANGERS;49007;M;Corentin;4;2016
ANGERS;49007;M;Mathias;4;2016
ANGERS;49007;M;Yassine;4;2016
ANGERS;49007;M;Léandre;15;2017
ANGERS;49007;M;Soan;9;2017
ANGERS;49007;M;Edouard;5;2017
ANGERS;49007;M;Gaston;4;2017
ANGERS;49007;M;Adem;8;2018
ANGERS;49007;M;Elias;7;2018
ANGERS;49007;M;Issa;7;2018
ANGERS;49007;M;Luka;5;2018
ANGERS;49007;M;Mattéo;5;2018
ANGERS;49007;M;Nathanaël;5;2018
ANGERS;49007;F;Lola;36;2013
ANGERS;49007;F;Margaux;16;2013
ANGERS;49007;F;Elsa;11;2013
ANGERS;49007;F;Noémie;10;2013
ANGERS;49007;F;Leïla;6;2013
ANGERS;49007;F;Maïwenn;6;2013
ANGERS;49007;F;Albane;5;2013
ANGERS;49007;F;Yasmine;5;2013
ANGERS;49007;F;Diane;4;2013
ANGERS;49007;F;Fanny;4;2013
ANGERS;49007;F;Charlie;12;2014
ANGERS;49007;F;Lison;12;2014
ANGERS;49007;F;Flora;7;2014
ANGERS;49007;F;Inaya;6;2014
ANGERS;49007;F;Alana;4;2014
ANGERS;49007;F;Joséphine;4;2014
ANGERS;49007;F;Louise;51;2015
ANGERS;49007;F;Victoire;9;2015
ANGERS;49007;F;Elisa;6;2015
ANGERS;49007;F;Alyssa;4;2015
ANGERS;49007;F;Aria;4;2015
ANGERS;49007;F;Célestine;4;2015
ANGERS;49007;F;Nora;4;2015
ANGERS;49007;F;Sasha;4;2015
ANGERS;49007;F;Lou;20;2016
ANGERS;49007;F;Soline;16;2017
ANGERS;49007;F;Victoire;12;2017
ANGERS;49007;F;Lylou;4;2017
ANGERS;49007;F;Anouk;8;2018
ANGERS;49007;M;Malone;4;2013
ANGERS;49007;M;Nassim;4;2013
ANGERS;49007;M;Firmin;4;2014
ANGERS;49007;M;Léo;43;2015
ANGERS;49007;M;Swann;4;2015
ANGERS;49007;M;Timothé;6;2016
ANGERS;49007;M;Antoine;12;2017
ANGERS;49007;M;Félix;6;2017
ANGERS;49007;M;Naïm;6;2017
ANGERS;49007;M;Noham;7;2017
ANGERS;49007;M;Ismaël;4;2017
ANGERS;49007;M;Eliott;20;2018
ANGERS;49007;M;Maxime;12;2018
ANGERS;49007;M;Basile;10;2018
ANGERS;49007;M;Noam;10;2018
ANGERS;49007;M;Aubin;7;2018
ANGERS;49007;M;Milan;6;2018
ANGERS;49007;M;Armand;4;2018
ANGERS;49007;M;Malone;6;2016
ANGERS;49007;M;Lylian;4;2016
ANGERS;49007;M;Malo;36;2017
ANGERS;49007;M;Eliott;24;2017
ANGERS;49007;F;Anouk;7;2013
ANGERS;49007;F;Constance;6;2013
ANGERS;49007;F;Flora;5;2013
ANGERS;49007;F;Eulalie;4;2013
ANGERS;49007;F;Ambre;18;2014
ANGERS;49007;F;Marie;10;2014
ANGERS;49007;F;Roxane;9;2014
ANGERS;49007;F;Norah;8;2014
ANGERS;49007;F;Anouk;6;2014
ANGERS;49007;F;Assia;5;2014
ANGERS;49007;F;Charline;5;2014
ANGERS;49007;F;Maëly;5;2014
ANGERS;49007;F;Tya;4;2014
ANGERS;49007;F;Pauline;8;2015
ANGERS;49007;F;Calie;6;2015
ANGERS;49007;F;Océane;6;2015
ANGERS;49007;F;Cloé;5;2015
ANGERS;49007;F;Apolline;4;2015
ANGERS;49007;F;Soline;20;2016
ANGERS;49007;F;Margaux;19;2016
ANGERS;49007;F;Maëlys;16;2016
ANGERS;49007;F;Sofia;8;2017
ANGERS;49007;F;Anaëlle;5;2018
ANGERS;49007;F;Ayana;4;2018
ANGERS;49007;F;Sara;4;2018
ANGERS;49007;M;Noé;29;2013
ANGERS;49007;M;Charly;10;2013
ANGERS;49007;M;Tiago;10;2013
ANGERS;49007;M;Imran;6;2013
ANGERS;49007;M;Lenzo;8;2015
ANGERS;49007;M;Hugo;36;2016
ANGERS;49007;F;Charlotte;15;2016
ANGERS;49007;F;Ninon;11;2016
ANGERS;49007;F;Méline;8;2016
ANGERS;49007;F;Clémence;14;2017
ANGERS;49007;M;Mathéo;13;2014
ANGERS;49007;M;Titouan;8;2014
ANGERS;49007;M;Evan;12;2015
ANGERS;49007;M;Gaël;6;2015
ANGERS;49007;M;Swan;6;2015
ANGERS;49007;M;Axel;30;2016
ANGERS;49007;M;Siméon;4;2014
ANGERS;49007;M;Adam;26;2015
ANGERS;49007;M;Maxime;15;2015
ANGERS;49007;F;Lise;6;2016
ANGERS;49007;M;Gaël;4;2013
ANGERS;49007;M;Antonin;7;2016
ANGERS;49007;M;Lorenzo;6;2016
ANGERS;49007;M;Ewen;11;2017
ANGERS;49007;M;Evan;9;2017
ANGERS;49007;M;Milo;10;2018
ANGERS;49007;M;Marcel;9;2018
ANGERS;49007;M;Abel;6;2018
ANGERS;49007;M;Mayron;6;2018
ANGERS;49007;M;Charly;5;2018
ANGERS;49007;M;Elyo;4;2018
ANGERS;49007;F;Valentine;14;2016
ANGERS;49007;F;Eden;6;2016
ANGERS;49007;F;Aya;5;2016
ANGERS;49007;F;Mélissa;5;2016
ANGERS;49007;F;Maïssa;4;2016
ANGERS;49007;F;Margot;22;2017
ANGERS;49007;F;Romane;20;2017
ANGERS;49007;F;Louna;17;2017
ANGERS;49007;F;Cloé;4;2017
ANGERS;49007;F;Margaux;21;2018
ANGERS;49007;F;Lou;18;2018
ANGERS;49007;F;Charlie;9;2018
ANGERS;49007;F;Océane;7;2018
ANGERS;49007;M;Raphaël;38;2013
ANGERS;49007;M;Mathis;26;2013
ANGERS;49007;M;Mathys;13;2013
ANGERS;49007;M;Yanis;12;2013
ANGERS;49007;M;Kylian;8;2013
ANGERS;49007;M;Alban;7;2013
ANGERS;49007;M;Benjamin;7;2013
ANGERS;49007;M;Lukas;4;2013
ANGERS;49007;M;Kaïs;9;2014
ANGERS;49007;M;Corentin;7;2014
ANGERS;49007;M;Oscar;11;2015
ANGERS;49007;M;Erwan;5;2015
ANGERS;49007;M;Lorenzo;5;2015
ANGERS;49007;M;Tyméo;5;2015
ANGERS;49007;M;Yaël;5;2015
ANGERS;49007;M;Raphaël;43;2016
ANGERS;49007;M;Mathis;16;2016
ANGERS;49007;M;Pierre;12;2016
ANGERS;49007;M;Joseph;11;2016
ANGERS;49007;M;Ayden;9;2016
ANGERS;49007;F;Rose;31;2013
ANGERS;49007;F;Célia;16;2013
ANGERS;49007;F;Inaya;10;2013
ANGERS;49007;F;Apolline;9;2013
ANGERS;49007;F;Ninon;9;2013
ANGERS;49007;F;Justine;8;2013
ANGERS;49007;F;Elya;5;2013
ANGERS;49007;F;Rose;40;2014
ANGERS;49007;F;Chloé;33;2014
ANGERS;49007;F;Candice;12;2014
ANGERS;49007;F;Mya;10;2014
ANGERS;49007;F;Julie;4;2014
ANGERS;49007;F;Léa;36;2015
ANGERS;49007;F;Margaux;22;2015
ANGERS;49007;F;Anna;18;2015
ANGERS;49007;F;Ambre;15;2015
ANGERS;49007;F;Louna;13;2015
ANGERS;49007;F;Ilyana;6;2015
ANGERS;49007;F;Roxane;4;2015
ANGERS;49007;F;Zélie;4;2015
ANGERS;49007;M;Logan;6;2016
ANGERS;49007;M;Paulin;5;2016
ANGERS;49007;M;Thiago;5;2016
ANGERS;49007;M;Eliot;4;2016
ANGERS;49007;M;Pacôme;4;2017
ANGERS;49007;M;Théo;20;2018
ANGERS;49007;M;Mathias;4;2013
ANGERS;49007;M;Gabin;36;2014
ANGERS;49007;M;Valentin;15;2014
ANGERS;49007;M;Noé;25;2015
ANGERS;49007;M;Jonas;5;2015
ANGERS;49007;M;Ilyes;7;2016
ANGERS;49007;M;Loan;7;2016
ANGERS;49007;M;Jean;10;2017
ANGERS;49007;M;Elio;6;2017
ANGERS;49007;M;Haroun;4;2017
ANGERS;49007;M;Léo;36;2018
ANGERS;49007;M;Lucas;23;2018
ANGERS;49007;M;Malone;13;2018
ANGERS;49007;M;Côme;7;2018
ANGERS;49007;M;Gauthier;4;2018
ANGERS;49007;F;Jade;43;2013
ANGERS;49007;F;Maëlys;17;2013
ANGERS;49007;F;Romane;17;2013
ANGERS;49007;F;Lisa;15;2013
ANGERS;49007;F;Julie;13;2013
ANGERS;49007;F;Mathilde;10;2013
ANGERS;49007;F;Eva;9;2013
ANGERS;49007;F;Luna;6;2013
ANGERS;49007;F;Julia;18;2014
ANGERS;49007;F;Emmy;8;2014
ANGERS;49007;F;Mia;7;2014
ANGERS;49007;F;Aïcha;6;2014
ANGERS;49007;F;Lalie;6;2014
ANGERS;49007;F;Eléna;5;2014
ANGERS;49007;F;Chloé;46;2015
ANGERS;49007;F;Romane;22;2015
ANGERS;49007;F;Salomé;12;2015
ANGERS;49007;F;Mia;11;2015
ANGERS;49007;F;Charline;7;2015
ANGERS;49007;F;Lyna;4;2015
ANGERS;49007;F;Shana;4;2016
ANGERS;49007;F;Léonie;9;2017
ANGERS;49007;F;Nina;8;2017
ANGERS;49007;F;Pauline;8;2017
ANGERS;49007;F;Elina;6;2017
ANGERS;49007;F;Louna;14;2018
ANGERS;49007;F;Salomé;9;2018
ANGERS;49007;F;Valentine;8;2018
ANGERS;49007;F;Calie;7;2018
ANGERS;49007;F;Bertille;5;2018
ANGERS;49007;F;Elina;5;2018
ANGERS;49007;M;Louis;39;2013
ANGERS;49007;M;Sacha;32;2013
ANGERS;49007;M;Charlie;11;2013
ANGERS;49007;M;Naël;7;2013
ANGERS;49007;M;Elio;6;2013
ANGERS;49007;M;Timothée;6;2013
ANGERS;49007;M;Colin;4;2013
ANGERS;49007;M;Natéo;4;2013
ANGERS;49007;M;Noé;28;2014
ANGERS;49007;M;Robin;22;2014
ANGERS;49007;M;Camille;10;2014
ANGERS;49007;M;Diego;8;2014
ANGERS;49007;M;Victor;13;2015
ANGERS;49007;M;Martin;17;2016
ANGERS;49007;M;Isaac;9;2016
ANGERS;49007;M;Tiago;12;2014
ANGERS;49007;M;Mamadou;5;2014
ANGERS;49007;M;Matthew;4;2014
ANGERS;49007;M;Gaspard;22;2015
ANGERS;49007;M;Aaron;8;2015
ANGERS;49007;M;Ilyes;5;2015
ANGERS;49007;M;Kylian;5;2016
ANGERS;49007;M;Melvin;4;2016
ANGERS;49007;M;Marius;34;2017
ANGERS;49007;M;Mahé;8;2017
ANGERS;49007;M;Basile;7;2017
ANGERS;49007;M;Joshua;6;2017
ANGERS;49007;M;Solal;5;2017
ANGERS;49007;M;Yann;5;2017
ANGERS;49007;M;Charles;7;2018
ANGERS;49007;F;Julie;10;2016
ANGERS;49007;F;Inaya;9;2016
ANGERS;49007;F;Louisa;7;2013
ANGERS;49007;F;Angèle;6;2013
ANGERS;49007;F;Eléna;4;2013
ANGERS;49007;F;Louane;18;2014
ANGERS;49007;F;Amélie;4;2014
ANGERS;49007;F;Augustine;4;2014
ANGERS;49007;F;Axelle;4;2014
ANGERS;49007;F;Camélia;4;2014
ANGERS;49007;F;Charlotte;17;2015
ANGERS;49007;F;Lya;6;2015
ANGERS;49007;F;Lilas;4;2015
ANGERS;49007;F;Juliette;25;2016
ANGERS;49007;F;Alicia;7;2016
ANGERS;49007;F;Emilie;6;2016
ANGERS;49007;F;Louison;4;2016
ANGERS;49007;F;Zélie;13;2018
ANGERS;49007;F;Lison;9;2018
ANGERS;49007;F;Madeleine;8;2018
ANGERS;49007;M;Axel;38;2013
ANGERS;49007;M;Emile;7;2013
ANGERS;49007;M;Lucas;39;2014
ANGERS;49007;M;Alexis;13;2014
ANGERS;49007;M;Timothé;9;2014
ANGERS;49007;M;Matéo;4;2014
ANGERS;49007;M;Tiago;13;2015
ANGERS;49007;M;Luis;4;2016
ANGERS;49007;M;Sasha;4;2016
ANGERS;49007;F;Lily-Rose;6;2017
ANGERS;49007;M;Oscar;11;2013
ANGERS;49007;M;Lucien;6;2014
ANGERS;49007;M;Marceau;6;2014
ANGERS;49007;M;Clément;24;2016
ANGERS;49007;M;Aaron;20;2016
ANGERS;49007;M;Eden;15;2016
ANGERS;49007;M;Maxence;20;2017
ANGERS;49007;M;Maxime;11;2017
ANGERS;49007;M;Achille;8;2017
ANGERS;49007;M;Joseph;8;2017
ANGERS;49007;M;Timothée;8;2017
ANGERS;49007;M;Abel;7;2017
ANGERS;49007;M;Marin;7;2017
ANGERS;49007;M;Ibrahim;6;2017
ANGERS;49007;M;Jonas;4;2017
ANGERS;49007;F;Inès;33;2017
ANGERS;49007;F;Manon;25;2017
ANGERS;49007;F;Sarah;15;2017
ANGERS;49007;F;Aya;7;2017
ANGERS;49007;F;Isia;4;2017
ANGERS;49007;M;Elouan;4;2013
ANGERS;49007;M;Maxence;25;2014
ANGERS;49007;M;Thomas;18;2015
ANGERS;49007;M;Logan;4;2015
ANGERS;49007;M;Jules;57;2016
ANGERS;49007;M;Ilyes;5;2017
ANGERS;49007;M;Léon;12;2018
ANGERS;49007;M;Lyam;9;2018
ANGERS;49007;M;Lino;8;2018
ANGERS;49007;M;Swann;6;2018
ANGERS;49007;M;Diego;4;2018
ANGERS;49007;M;Yassin;4;2018
ANGERS;49007;F;Nora;13;2016
ANGERS;49007;F;Roxane;7;2016
ANGERS;49007;F;Eline;5;2016
ANGERS;49007;F;Leïla;5;2016
ANGERS;49007;F;Rose;30;2017
ANGERS;49007;F;Lola;27;2017
ANGERS;49007;F;Alice;26;2018
ANGERS;49007;M;Rafaël;8;2013
ANGERS;49007;M;Léonard;5;2013
ANGERS;49007;M;Matthieu;6;2014
ANGERS;49007;M;Tylian;5;2015
ANGERS;49007;M;Adam;22;2016
ANGERS;49007;M;Maxime;21;2016
ANGERS;49007;M;Augustin;19;2016
ANGERS;49007;M;Malo;19;2016
ANGERS;49007;M;Camille;11;2016
ANGERS;49007;M;Timothée;9;2016
ANGERS;49007;M;Evan;8;2016
ANGERS;49007;M;Basile;7;2016
ANGERS;49007;F;Lise;6;2018
ANGERS;49007;F;Céleste;4;2018
ANGERS;49007;M;Hugo;48;2013
ANGERS;49007;M;Léo;37;2013
ANGERS;49007;M;Enzo;27;2013
ANGERS;49007;M;Gabin;23;2013
ANGERS;49007;M;Milo;6;2013
ANGERS;49007;M;Arthur;44;2014
ANGERS;49007;M;Mahé;10;2014
ANGERS;49007;M;Lenzo;5;2014
ANGERS;49007;M;Luka;4;2014
ANGERS;49007;M;Maël;35;2015
ANGERS;49007;M;Mathis;28;2015
ANGERS;49007;M;Enzo;22;2015
ANGERS;49007;M;Camille;15;2015
ANGERS;49007;M;Emile;8;2017
ANGERS;49007;M;Armand;6;2017
ANGERS;49007;M;Samuel;11;2018
ANGERS;49007;M;Elliot;7;2018
ANGERS;49007;M;Louka;7;2018
ANGERS;49007;M;Bilal;4;2018
ANGERS;49007;F;Célia;6;2016
ANGERS;49007;F;Roxane;10;2017
ANGERS;49007;F;Alya;4;2017
ANGERS;49007;F;Lyna;8;2018
ANGERS;49007;F;Suzanne;8;2018
ANGERS;49007;M;Antoine;19;2014
ANGERS;49007;M;Noah;19;2014
ANGERS;49007;M;Charly;5;2016
ANGERS;49007;M;Bryan;4;2016
ANGERS;49007;M;Ruben;4;2016
ANGERS;49007;M;Mathéo;22;2017
ANGERS;49007;M;Adam;19;2017
ANGERS;49007;M;Lorenzo;5;2018
ANGERS;49007;F;Manon;41;2013
ANGERS;49007;F;Adèle;23;2013
ANGERS;49007;F;Enola;11;2013
ANGERS;49007;F;Lana;9;2013
ANGERS;49007;F;Méline;7;2013
ANGERS;49007;F;Elia;5;2013
ANGERS;49007;F;Khadija;4;2013
ANGERS;49007;F;Clara;17;2014
ANGERS;49007;F;Soline;11;2014
ANGERS;49007;F;Lisa;9;2014
ANGERS;49007;F;Louisa;8;2014
ANGERS;49007;F;Victoire;8;2014
ANGERS;49007;F;Prune;4;2014
ANGERS;49007;F;Sixtine;4;2014
ANGERS;49007;F;Mila;11;2015
ANGERS;49007;F;Marie;9;2015
ANGERS;49007;F;Coline;6;2015
ANGERS;49007;F;Lily-Rose;6;2015
ANGERS;49007;F;Amina;5;2015
ANGERS;49007;F;Alice;42;2016
